Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
41,0,0.15,483,0.138,6,3,0.136,1,466,4,0,95,2,2,0.069,2,0.255,6032,10110,6,1,15,3,4,0,8,3,3,5,4,1,2
47,0,0.249,1309,0.206,4,1,0.136,1,467,2,0,99,3,2,0.398,3,0.255,2976,25751,3,0,19,3,1,0,5,3,3,0,0,0,0
42,0,0.15,810,0.138,23,5,0.147,1,468,1,1,44,3,4,0.025,4,0.255,15992,15901,2,0,14,3,2,0,16,2,3,1,0,0,0
29,0,0.08,746,0.206,2,3,0.147,1,469,4,0,61,3,2,0.175,3,0.125,4649,16928,1,0,14,3,1,1,4,3,2,4,3,0,2
42,0,0.15,544,0.19,2,1,0.242,1,470,3,0,52,3,1,0.231,3,0.101,2696,24017,0,1,11,3,3,1,4,5,3,3,2,1,0
32,0,0.15,1062,0.138,2,3,0.136,1,471,3,1,75,3,1,0.239,2,0.125,2370,3956,1,0,13,3,3,1,8,4,3,8,0,0,7
48,0,0.15,530,0.206,29,1,0.136,1,473,1,1,91,3,3,0.049,3,0.125,12504,23978,3,0,21,4,2,1,15,3,1,0,0,0,0
37,0,0.15,1319,0.138,6,3,0.136,1,474,3,0,51,4,2,0.161,1,0.101,5974,17001,4,1,13,3,1,2,13,2,3,7,7,6,7
30,0,0.08,641,0.206,25,2,0.242,1,475,4,1,85,3,2,0.175,3,0.125,4736,6069,7,1,12,3,2,1,4,2,4,2,2,2,2
26,0,0.15,933,0.206,1,3,0.147,1,476,3,0,57,3,2,0.175,3,0.125,5296,20156,1,0,17,3,2,1,8,3,3,8,7,7,7
42,0,0.15,1332,0.138,2,4,0.134,1,477,1,0,98,2,2,0.069,4,0.255,6781,17078,3,0,23,4,2,0,14,6,3,1,0,0,0
21,1,0.249,756,0.206,1,1,0.242,1,478,1,1,99,2,1,0.398,2,0.255,2174,9150,1,1,11,3,3,0,3,3,3,3,2,1,2
36,0,0.08,845,0.206,1,5,0.136,1,479,4,1,45,3,2,0.175,4,0.255,6653,15276,4,0,15,3,2,0,7,6,3,1,0,0,0
36,0,0.249,541,0.206,3,4,0.136,1,481,1,0,48,2,3,0.175,4,0.125,9699,7246,4,0,11,3,1,1,16,2,3,13,9,1,12
57,0,0.15,593,0.138,1,4,0.136,1,482,4,0,88,3,2,0.069,3,0.125,6755,2967,2,0,11,3,3,0,15,2,3,3,2,1,2
40,0,0.15,1171,0.138,10,4,0.147,1,483,4,1,46,4,1,0.239,3,0.125,2213,22495,3,1,13,3,3,1,10,3,3,7,7,1,7
21,0,0.08,895,0.206,9,2,0.136,1,484,1,0,39,3,1,0.398,4,0.255,2610,2851,1,0,24,4,3,0,3,3,2,3,2,2,2
33,1,0.15,350,0.206,5,3,0.22,1,485,4,1,34,3,1,0.398,3,0.255,2851,9150,1,1,13,3,2,0,1,2,3,1,0,0,0
37,0,0.15,921,0.138,10,3,0.136,1,486,3,1,98,3,1,0.239,1,0.125,3452,17663,6,0,20,4,2,1,17,3,3,5,4,0,3
46,0,0.08,1144,0.138,7,4,0.136,1,487,3,1,30,3,2,0.069,3,0.125,5258,16044,2,0,14,3,3,0,7,2,4,1,0,0,0
41,1,0.249,143,0.206,4,3,0.22,1,488,1,0,56,3,2,0.175,2,0.255,9355,9558,1,0,18,3,3,0,8,5,3,8,7,7,7
50,0,0.15,1046,0.138,10,3,0.242,1,491,4,0,100,2,3,0.069,4,0.255,10496,2755,6,0,15,3,4,0,20,2,3,4,3,1,3
40,1,0.15,575,0.206,22,2,0.22,1,492,3,0,68,2,2,0.175,3,0.125,6380,6110,2,1,12,3,1,2,8,6,3,6,4,1,0
31,0,0.15,408,0.138,9,4,0.147,1,493,3,0,42,2,1,0.161,2,0.255,2657,7551,0,1,16,3,4,0,3,5,3,2,2,2,2
21,1,0.15,156,0.206,12,3,0.147,1,494,3,1,90,4,1,0.398,2,0.255,2716,25422,1,0,15,3,4,0,1,0,3,1,0,0,0
29,0,0.15,1283,0.138,23,3,0.147,1,495,4,0,54,3,1,0.161,4,0.255,2201,18168,9,0,16,3,4,0,6,4,3,3,2,1,2
35,0,0.15,755,0.138,9,4,0.147,1,496,3,0,97,2,2,0.069,2,0.255,6540,19394,9,0,19,3,3,0,10,5,3,1,1,0,0
27,0,0.15,1469,0.138,1,2,0.136,1,497,4,0,82,3,1,0.239,2,0.101,3816,17881,1,0,11,3,2,1,5,2,3,5,2,0,4
28,0,0.15,304,0.206,9,4,0.147,1,498,2,0,92,3,2,0.175,4,0.255,5253,20750,1,0,16,3,4,0,7,1,3,7,5,0,7
49,0,0.15,1261,0.138,7,3,0.134,1,499,2,0,31,2,3,0.069,3,0.255,10965,12066,8,0,24,4,3,0,26,2,3,5,2,0,0
51,0,0.15,1178,0.206,14,2,0.147,1,500,3,1,87,3,2,0.175,4,0.125,4936,14862,4,0,11,3,3,1,18,2,2,7,7,0,7
36,0,0.15,329,0.138,2,3,0.147,1,501,4,1,96,3,1,0.161,3,0.125,2543,11868,4,0,13,3,2,1,6,3,3,2,2,2,2
34,1,0.08,1362,0.206,19,3,0.22,1,502,1,0,67,4,2,0.175,4,0.255,5304,4652,8,1,13,3,2,0,9,3,2,5,2,0,4
55,0,0.15,1311,0.138,2,3,0.147,1,505,3,1,97,3,4,0.049,4,0.255,16659,23258,2,1,13,3,3,0,30,2,3,5,4,1,2
24,0,0.15,1371,0.206,10,4,0.22,1,507,4,1,77,3,2,0.175,3,0.101,4260,5915,1,1,12,3,4,1,5,2,4,5,2,0,3
30,0,0.15,202,0.206,2,1,0.242,1,508,3,0,72,3,1,0.398,2,0.125,2476,17434,1,0,18,3,1,1,1,3,3,1,0,0,0
26,1,0.249,575,0.138,3,1,0.242,1,510,3,0,73,3,1,0.161,1,0.255,3102,6582,0,0,22,4,3,0,7,2,3,6,4,0,4
22,0,0.15,253,0.138,11,3,0.136,1,511,1,1,43,3,1,0.161,2,0.125,2244,24440,1,0,13,3,4,1,2,1,3,2,1,1,2
36,0,0.15,164,0.206,2,2,0.136,1,513,2,0,61,2,3,0.175,3,0.125,7596,3809,1,0,13,3,2,2,10,2,3,10,9,9,0
30,1,0.249,464,0.138,4,3,0.242,1,514,3,0,40,3,1,0.161,4,0.255,2285,3427,9,1,23,4,3,0,3,4,3,1,0,0,0
37,0,0.15,1107,0.138,14,3,0.147,1,515,4,1,95,3,1,0.239,1,0.101,3034,26914,1,0,12,3,3,1,18,2,2,18,7,12,17
40,0,0.15,759,0.206,2,2,0.22,1,516,4,1,46,3,2,0.175,2,0.101,5715,22553,7,0,12,3,3,2,8,5,3,5,4,1,3
42,0,0.15,201,0.138,1,4,0.147,1,517,2,1,95,3,1,0.239,1,0.101,2576,20490,3,0,16,3,2,1,8,5,3,5,2,1,2
37,0,0.15,1305,0.138,10,4,0.147,1,518,3,0,49,3,2,0.069,2,0.255,4197,21123,2,1,12,3,4,0,18,2,2,1,0,0,1
43,0,0.15,982,0.138,12,3,0.147,1,520,1,0,59,2,4,0.025,2,0.101,14336,4345,1,0,11,3,3,1,25,3,3,25,10,3,9
40,0,0.15,555,0.138,2,3,0.136,1,521,2,1,78,2,2,0.239,3,0.125,3448,13436,6,0,22,4,2,1,20,3,3,1,0,0,0
54,0,0.15,821,0.138,5,2,0.136,1,522,1,0,86,3,5,0.025,1,0.125,19406,8509,4,0,11,3,3,1,24,4,2,4,2,1,2
34,0,0.08,1381,0.206,4,4,0.22,1,523,3,1,72,3,2,0.175,3,0.125,6538,12740,9,0,15,3,1,1,6,3,3,3,2,1,2
31,0,0.15,480,0.138,7,2,0.136,1,524,2,1,31,3,2,0.069,1,0.125,4306,4156,1,0,12,3,2,1,13,5,1,13,10,3,12
43,0,0.249,313,0.138,21,3,0.136,1,525,4,0,61,3,1,0.239,4,0.125,2258,15238,7,0,20,4,1,1,8,1,3,3,2,1,2
43,0,0.15,1473,0.138,8,4,0.134,1,526,3,1,74,3,2,0.069,3,0.101,4522,2227,4,1,14,3,4,0,8,3,3,5,2,0,2
25,0,0.15,891,0.206,4,2,0.147,1,527,2,1,99,2,2,0.175,4,0.255,4487,12090,1,1,11,3,2,0,5,3,3,5,4,1,3
37,0,0.08,1063,0.138,25,5,0.136,1,529,2,1,72,3,2,0.161,3,0.125,4449,23866,3,1,15,3,1,2,15,2,3,13,11,10,7
31,0,0.15,329,0.138,1,2,0.147,1,530,4,0,98,2,1,0.239,1,0.125,2218,16193,1,0,12,3,3,1,4,3,3,4,2,3,2
39,0,0.249,1218,0.138,1,1,0.147,1,531,2,0,52,3,5,0.049,3,0.101,19197,8213,1,1,14,3,3,1,21,3,3,21,8,1,6
56,0,0.249,906,0.206,6,3,0.147,1,532,3,1,86,4,4,0.175,1,0.125,13212,18256,9,0,11,3,4,3,36,0,2,7,7,7,7
30,0,0.15,1082,0.206,12,3,0.242,1,533,2,1,83,3,2,0.175,3,0.255,6577,19558,0,0,11,3,2,0,6,6,3,5,4,4,4
41,0,0.15,645,0.206,1,3,0.22,1,534,2,0,49,4,3,0.175,1,0.125,8392,19566,1,0,16,3,3,1,10,2,3,10,7,0,7
28,0,0.15,1300,0.138,17,2,0.136,1,536,3,0,79,3,2,0.239,1,0.101,4558,13535,1,0,12,3,4,1,10,2,3,10,0,1,8
25,1,0.15,688,0.138,3,3,0.136,1,538,1,0,91,3,1,0.239,1,0.125,4031,9396,5,0,13,3,3,1,6,5,3,2,2,0,2
52,0,0.15,319,0.138,3,3,0.136,1,543,4,0,39,2,3,0.069,3,0.125,7969,19609,2,1,14,3,3,0,28,4,3,5,4,0,4
45,0,0.15,192,0.138,10,2,0.147,1,544,1,0,69,3,1,0.161,4,0.125,2654,9655,3,0,21,4,4,2,8,3,2,2,2,0,2
52,0,0.15,1490,0.138,4,2,0.147,1,546,4,1,30,3,4,0.049,4,0.125,16555,10310,2,0,13,3,4,0,31,2,1,5,2,1,4
42,0,0.249,532,0.138,29,2,0.147,1,547,1,1,92,3,2,0.161,3,0.101,4556,12932,2,0,11,3,2,1,19,3,3,5,4,0,2
30,0,0.15,317,0.138,2,3,0.147,1,548,3,1,43,1,2,0.069,4,0.255,6091,24793,2,0,20,4,3,0,11,2,3,5,4,0,2
60,0,0.15,422,0.138,7,3,0.147,1,549,1,1,41,3,5,0.049,1,0.125,19566,3854,5,0,11,3,4,0,33,5,1,29,8,11,10
46,0,0.15,1485,0.138,18,3,0.136,1,550,3,1,87,3,2,0.069,3,0.101,4810,26314,2,0,14,3,3,1,19,5,2,10,7,0,8
42,0,0.249,1368,0.138,28,4,0.242,1,551,4,1,88,2,2,0.069,4,0.125,4523,4386,0,0,11,3,4,3,7,4,4,6,5,0,4
24,1,0.15,1448,0.206,1,1,0.242,1,554,1,1,62,3,1,0.398,2,0.255,3202,21972,1,1,16,3,2,0,6,4,3,5,3,1,4
34,1,0.249,296,0.206,6,2,0.22,1,555,4,1,33,1,1,0.398,3,0.101,2351,12253,0,0,16,3,4,1,3,3,2,2,2,1,0
38,0,0.249,1490,0.138,2,2,0.147,1,556,4,0,42,3,1,0.239,4,0.125,1702,12106,1,1,23,4,3,1,1,3,3,1,0,0,0
40,0,0.15,1398,0.206,2,4,0.147,1,558,3,1,79,3,5,0.049,3,0.125,18041,13022,0,0,14,3,4,0,21,2,3,20,15,1,12
26,0,0.15,1349,0.138,23,3,0.147,1,560,1,1,90,3,1,0.161,4,0.101,2886,3032,1,0,22,4,2,2,3,3,1,3,2,0,2
30,0,0.08,1400,0.138,3,3,0.147,1,562,3,0,53,3,1,0.239,4,0.125,2097,16734,4,0,15,3,3,1,9,3,1,5,3,1,4
29,0,0.15,986,0.138,3,4,0.136,1,564,2,0,93,2,3,0.025,3,0.125,11935,21526,1,0,18,3,3,0,10,2,3,10,2,0,7
29,1,0.15,408,0.138,25,5,0.242,1,565,3,1,71,2,1,0.161,2,0.125,2546,18300,5,0,16,3,2,0,6,2,4,2,2,1,1
19,1,0.15,489,0.19,2,2,0.242,1,566,1,0,52,2,1,0.231,4,0.255,2564,18437,1,0,12,3,3,0,1,3,4,1,0,0,0
30,0,0.08,1398,0.206,22,4,0.134,1,567,3,1,69,3,3,0.175,1,0.125,8412,2890,0,0,11,3,3,0,10,3,3,9,8,7,8
57,0,0.15,210,0.206,29,3,0.22,1,568,1,0,56,2,4,0.049,4,0.101,14118,22102,3,0,12,3,3,1,32,3,2,1,0,0,0
50,0,0.15,1099,0.138,29,4,0.147,1,569,2,0,88,2,4,0.049,3,0.125,17046,9314,0,0,15,3,2,1,28,2,3,27,10,15,7
30,0,0.08,1116,0.138,2,3,0.136,1,571,3,1,49,3,1,0.239,4,0.255,2564,7181,0,0,14,3,3,0,12,2,2,11,7,6,7
60,0,0.249,1499,0.206,28,3,0.22,1,573,3,1,80,2,3,0.175,1,0.125,10266,2845,4,0,19,3,4,0,22,5,4,18,13,13,11
47,0,0.15,983,0.138,2,2,0.136,1,574,1,1,65,3,2,0.069,4,0.101,5070,7389,5,0,13,3,3,3,20,2,3,5,0,0,4
46,0,0.15,1009,0.138,2,3,0.147,1,575,1,0,51,3,4,0.025,3,0.125,17861,2288,6,0,13,3,3,0,26,2,1,3,2,0,1
35,0,0.15,144,0.138,22,3,0.147,1,577,4,0,46,1,1,0.239,3,0.255,4230,19225,0,0,15,3,3,0,6,2,3,5,4,4,3
54,0,0.15,548,0.138,8,4,0.147,1,578,3,1,42,3,2,0.239,3,0.255,3780,23428,7,0,11,3,3,0,19,3,3,1,0,0,0
34,0,0.15,1303,0.138,2,4,0.147,1,579,4,0,62,2,1,0.161,3,0.101,2768,8416,3,0,12,3,3,1,14,3,3,7,3,5,7
46,0,0.15,1125,0.206,10,3,0.22,1,580,3,1,94,2,3,0.175,4,0.125,9071,11563,2,1,19,3,3,1,15,3,3,3,2,1,2
31,0,0.15,1274,0.138,9,1,0.147,1,581,3,0,33,3,3,0.069,2,0.101,10648,14394,1,0,25,4,4,1,13,6,4,13,8,0,8
33,1,0.15,1277,0.138,15,1,0.136,1,582,2,0,56,3,3,0.049,3,0.125,13610,24619,7,1,12,3,4,0,15,2,4,7,6,7,7
33,1,0.15,587,0.138,10,1,0.136,1,584,1,0,38,1,1,0.239,4,0.101,3408,6705,7,0,13,3,1,3,8,2,3,4,3,1,3
30,0,0.15,413,0.206,7,1,0.22,1,585,4,0,57,3,1,0.398,2,0.255,2983,18398,0,0,14,3,1,0,4,3,3,3,2,1,2
35,0,0.15,1276,0.138,16,3,0.147,1,586,4,0,72,3,3,0.069,3,0.125,7632,14295,4,1,12,3,3,0,10,2,3,8,7,0,0
31,1,0.249,534,0.138,20,3,0.147,1,587,1,0,66,3,3,0.069,3,0.125,9824,22908,3,0,12,3,1,0,12,2,3,1,0,0,0
34,1,0.249,988,0.19,23,3,0.259,1,590,2,1,43,3,3,0.231,1,0.101,9950,11533,9,1,15,3,3,3,11,2,3,3,2,0,2
42,0,0.249,1474,0.138,5,2,0.134,1,591,2,0,97,3,1,0.239,3,0.125,2093,9260,4,0,17,3,4,1,8,4,3,2,2,2,0
36,0,0.08,635,0.206,10,4,0.136,1,592,2,0,32,3,3,0.175,4,0.255,9980,15318,1,0,14,3,4,0,10,3,2,10,3,9,7
22,1,0.249,1368,0.138,4,1,0.242,1,593,3,0,99,2,1,0.239,3,0.255,3894,9129,5,0,16,3,3,0,4,3,3,2,2,1,2
48,0,0.15,163,0.206,2,5,0.22,1,595,2,1,37,3,2,0.175,4,0.125,4051,19658,2,0,14,3,1,1,14,2,3,9,7,6,7
55,0,0.15,1117,0.206,18,5,0.147,1,597,1,1,83,3,4,0.049,2,0.255,16835,9873,3,0,23,4,4,0,37,2,3,10,9,7,7
41,0,0.08,267,0.206,10,2,0.147,1,599,4,0,56,3,2,0.175,4,0.255,6230,13430,7,0,14,3,4,0,16,3,3,14,3,1,10
35,0,0.15,619,0.206,1,3,0.22,1,600,2,0,85,3,2,0.175,3,0.125,4717,18659,9,0,11,3,3,0,15,2,3,11,9,6,9
40,0,0.15,302,0.138,6,3,0.147,1,601,2,1,75,3,4,0.069,3,0.255,13237,20364,7,0,15,3,3,0,22,3,3,20,6,5,13
39,0,0.249,443,0.138,8,1,0.147,1,602,3,1,48,3,1,0.239,3,0.125,3755,17872,1,0,11,3,1,1,8,3,3,8,3,0,7
31,0,0.15,828,0.206,2,1,0.147,1,604,2,0,77,3,2,0.175,4,0.255,6582,8346,4,1,13,3,3,0,10,2,4,6,5,0,5
42,0,0.15,319,0.138,24,3,0.136,1,605,4,0,56,3,3,0.069,1,0.125,7406,6950,1,1,21,4,4,1,10,5,2,10,9,5,8
45,0,0.15,561,0.206,2,3,0.134,1,606,4,0,61,3,2,0.175,2,0.125,4805,16177,0,0,19,3,2,1,9,3,4,8,7,3,7
26,1,0.249,426,0.19,17,4,0.147,1,608,2,1,58,3,1,0.231,3,0.101,2741,22808,0,1,11,3,2,1,8,2,2,7,7,1,0
29,0,0.15,232,0.138,19,3,0.242,1,611,4,0,34,3,2,0.069,4,0.101,4262,22645,4,0,12,3,2,2,8,2,4,3,2,1,2
33,0,0.15,922,0.138,1,5,0.136,1,612,1,1,95,4,4,0.025,3,0.101,16184,22578,4,0,19,3,3,1,10,2,3,6,1,0,5
31,0,0.15,688,0.206,7,3,0.147,1,613,3,0,44,2,3,0.049,4,0.101,11557,25291,9,0,21,4,3,1,10,3,2,5,4,0,1
18,1,0.249,1306,0.206,5,3,0.22,1,614,2,0,69,3,1,0.398,2,0.255,1878,8059,1,1,14,3,4,0,0,3,3,0,0,0,0
40,0,0.08,1094,0.206,28,3,0.134,1,615,3,0,58,1,3,0.175,1,0.101,10932,11373,3,0,15,3,3,1,20,2,3,1,0,0,1
41,0,0.08,509,0.138,2,4,0.134,1,616,1,1,62,2,2,0.069,3,0.255,6811,2112,2,1,17,3,1,0,10,3,3,8,7,0,7
26,0,0.15,775,0.206,29,2,0.136,1,618,1,0,45,3,2,0.175,3,0.101,4306,4267,5,0,12,3,1,2,8,5,3,0,0,0,0
35,0,0.15,195,0.206,1,3,0.136,1,620,1,1,80,3,2,0.175,3,0.255,4859,6698,1,0,16,3,4,0,5,3,3,5,4,0,3
34,0,0.15,258,0.206,21,4,0.147,1,621,4,0,74,4,2,0.175,4,0.255,5337,19921,1,0,12,3,4,0,10,3,3,10,7,5,7
26,1,0.15,471,0.138,24,3,0.242,1,622,3,0,66,1,1,0.239,4,0.255,2340,23213,1,1,18,3,2,0,1,3,1,1,0,0,0
37,0,0.15,799,0.138,1,3,0.242,1,623,2,1,59,3,3,0.069,4,0.255,7491,23848,4,0,17,3,4,0,12,3,4,6,5,1,2
46,0,0.249,1034,0.138,18,1,0.136,1,624,1,1,86,3,3,0.069,3,0.125,10527,8984,5,0,11,3,4,0,28,3,2,2,2,1,2
41,0,0.15,1276,0.206,2,5,0.147,1,625,2,1,91,3,4,0.049,1,0.125,16595,5626,7,0,16,3,2,1,22,2,3,18,16,11,8
37,0,0.08,142,0.206,9,4,0.136,1,626,1,0,69,3,3,0.175,2,0.101,8834,24666,1,0,13,3,4,1,9,6,3,9,5,7,7
52,0,0.15,956,0.138,6,2,0.242,1,630,4,0,78,3,2,0.161,1,0.101,5577,22087,3,1,12,3,2,2,18,3,3,10,9,6,9
32,1,0.08,1474,0.206,11,4,0.134,1,631,4,0,60,4,2,0.175,3,0.125,4707,23914,8,0,12,3,4,0,6,2,3,4,2,1,2
24,0,0.249,535,0.206,24,3,0.136,1,632,4,0,38,3,1,0.398,4,0.125,2400,5530,0,0,13,3,3,2,3,3,3,2,2,2,1
38,0,0.15,1495,0.138,10,3,0.136,1,634,3,1,76,3,2,0.069,3,0.125,9824,22174,3,0,19,3,3,1,18,4,3,1,0,0,0
37,0,0.15,446,0.138,1,4,0.147,1,635,2,1,65,3,2,0.069,2,0.125,6447,15701,6,0,12,3,2,1,8,2,2,6,5,4,3
49,0,0.15,1245,0.138,18,4,0.147,1,638,4,0,58,2,5,0.025,3,0.101,19502,2125,1,1,17,3,3,1,31,5,3,31,9,0,9
24,0,0.15,691,0.138,23,3,0.136,1,639,2,0,89,4,1,0.161,4,0.125,2725,21630,1,1,11,3,2,2,6,3,3,6,5,1,4
26,0,0.15,703,0.206,28,2,0.22,1,641,1,0,66,3,2,0.175,2,0.125,6272,7428,1,0,20,4,4,2,6,5,4,5,3,1,4
24,0,0.15,823,0.138,17,2,0.134,1,643,4,0,94,2,1,0.239,2,0.125,2127,9100,1,0,21,4,4,1,1,2,3,1,0,0,0
50,0,0.249,1246,0.19,3,3,0.136,1,644,1,0,99,3,5,0.049,2,0.125,18200,7999,1,0,11,3,3,1,32,2,3,32,5,10,7
25,0,0.15,622,0.206,13,1,0.136,1,645,2,0,40,3,1,0.398,3,0.125,2096,26376,1,0,11,3,3,0,7,1,3,7,4,0,6
24,1,0.249,1287,0.138,7,3,0.147,1,647,1,1,55,3,1,0.239,3,0.125,2886,14168,1,1,16,3,4,1,6,4,3,6,3,1,2
30,1,0.249,448,0.206,12,4,0.147,1,648,2,0,74,2,1,0.398,1,0.125,2033,14470,1,0,18,3,3,1,1,2,4,1,0,0,0
34,0,0.15,254,0.138,1,2,0.147,1,649,2,0,83,2,1,0.161,4,0.125,3622,22794,1,1,13,3,4,1,6,3,3,6,5,1,3
31,1,0.15,1365,0.206,13,4,0.136,1,650,2,0,46,3,2,0.175,1,0.101,4233,11512,2,0,17,3,3,0,9,2,1,3,1,1,2
35,0,0.15,538,0.138,25,2,0.134,1,652,1,0,54,2,2,0.239,4,0.255,3681,14004,4,0,14,3,4,0,9,3,3,3,2,0,2
31,0,0.15,525,0.206,6,4,0.136,1,653,1,0,66,4,2,0.175,4,0.101,5460,6219,4,0,22,4,4,2,13,4,4,7,7,5,7
27,0,0.15,798,0.138,6,4,0.136,1,655,1,1,66,2,1,0.161,3,0.101,2187,5013,0,0,12,3,3,2,6,5,2,5,3,0,3
37,0,0.15,558,0.206,2,3,0.22,1,656,4,0,75,3,2,0.175,3,0.125,9602,3010,4,1,11,3,3,1,17,3,2,3,0,1,0
20,0,0.15,959,0.138,1,3,0.147,1,657,4,1,83,2,1,0.161,2,0.255,2836,11757,1,0,13,3,4,0,1,0,4,1,0,0,0
42,0,0.15,622,0.138,2,4,0.147,1,659,3,1,81,3,2,0.069,4,0.125,4089,5718,1,0,13,3,2,2,10,4,3,10,2,2,2
43,0,0.15,782,0.138,6,4,0.134,1,661,2,0,50,2,4,0.025,4,0.101,16627,2671,4,1,14,3,3,1,21,3,2,1,0,0,0
38,0,0.15,362,0.138,1,1,0.147,1,662,3,1,43,3,1,0.161,1,0.255,2619,14561,3,0,17,3,4,0,8,3,2,0,0,0,0
43,0,0.249,1001,0.138,9,5,0.136,1,663,4,0,72,3,2,0.239,3,0.101,5679,19627,3,1,13,3,2,1,10,3,3,8,7,4,7
48,0,0.15,1236,0.138,1,4,0.147,1,664,4,1,40,2,4,0.049,1,0.125,15402,17997,7,0,11,3,1,1,21,3,1,3,2,0,2
44,0,0.15,1112,0.19,1,4,0.147,1,665,1,1,50,2,2,0.231,3,0.255,5985,26894,4,0,11,3,2,0,10,1,4,2,2,0,2
34,0,0.15,204,0.206,14,3,0.242,1,666,3,1,31,3,1,0.398,3,0.101,2579,2912,1,1,18,3,4,2,8,3,3,8,2,0,6
27,1,0.15,1420,0.206,2,1,0.22,1,667,3,0,85,3,1,0.398,1,0.101,3041,16346,0,0,11,3,2,1,5,3,3,4,3,0,2
21,0,0.15,1343,0.206,22,1,0.242,1,669,3,0,49,3,1,0.398,3,0.255,3447,24444,1,0,11,3,3,0,3,2,3,3,2,1,2
44,0,0.15,1315,0.138,3,4,0.134,1,671,4,0,35,3,5,0.049,4,0.125,19513,9358,4,1,12,3,1,1,26,2,4,2,2,0,1
22,0,0.15,604,0.138,6,1,0.136,1,675,1,0,69,3,1,0.161,3,0.125,2773,12145,0,0,20,4,4,0,3,3,3,2,2,2,2
33,0,0.15,1216,0.206,8,4,0.22,1,677,3,0,39,3,2,0.175,3,0.101,7104,20431,0,0,12,3,4,0,6,3,3,5,0,1,2
32,0,0.15,646,0.138,9,4,0.147,1,679,1,1,92,3,2,0.161,4,0.125,6322,18089,1,1,12,3,4,1,6,2,2,6,4,0,5
30,0,0.249,160,0.138,3,3,0.136,1,680,3,1,71,3,1,0.161,3,0.101,2083,22653,1,0,20,4,3,1,1,2,3,1,0,0,0
53,0,0.15,238,0.206,1,1,0.136,1,682,4,1,34,3,2,0.175,1,0.255,8381,7507,7,0,20,4,4,0,18,2,4,14,7,8,10
34,0,0.15,1397,0.138,1,5,0.147,1,683,2,0,42,3,1,0.161,4,0.125,2691,7660,1,0,12,3,4,1,10,4,2,10,9,8,8
45,1,0.249,306,0.206,26,4,0.147,1,684,1,1,100,3,2,0.175,1,0.125,4286,5630,2,0,14,3,4,2,5,4,3,1,1,0,0
26,0,0.15,991,0.138,6,3,0.147,1,686,3,1,71,3,1,0.239,4,0.125,2659,17759,1,1,13,3,3,1,3,2,3,3,2,0,2
37,0,0.15,482,0.138,3,3,0.134,1,689,3,0,36,3,3,0.069,3,0.125,9434,9606,1,0,15,3,3,1,10,2,3,10,7,7,8
29,0,0.15,1176,0.206,3,2,0.136,1,690,2,1,62,3,2,0.175,3,0.125,5561,3487,1,0,14,3,1,1,6,5,2,6,0,1,2
35,0,0.15,1017,0.138,6,4,0.147,1,691,2,0,82,1,2,0.161,4,0.255,6646,19368,1,0,13,3,2,0,17,3,3,17,11,11,8
33,0,0.249,1296,0.138,6,3,0.147,1,692,3,0,30,3,2,0.069,4,0.101,7725,5335,3,0,23,4,3,1,15,2,1,13,11,4,7
54,0,0.15,397,0.19,19,4,0.136,1,698,3,0,88,3,3,0.231,2,0.125,10725,6729,2,0,15,3,3,1,16,1,4,9,7,7,1
36,0,0.15,913,0.138,9,2,0.136,1,699,2,0,48,2,2,0.069,2,0.101,8847,13934,2,1,11,3,3,1,13,2,3,3,2,0,2
27,0,0.15,1115,0.138,3,4,0.136,1,700,1,0,54,2,1,0.161,4,0.255,2045,15174,0,0,13,3,4,0,5,0,3,4,2,1,1
20,1,0.15,1362,0.138,10,1,0.136,1,701,4,0,32,3,1,0.161,3,0.255,1009,26999,1,1,11,3,4,0,1,5,3,1,0,1,1
33,1,0.249,1076,0.138,3,3,0.147,1,702,1,0,70,3,1,0.161,1,0.255,3348,3164,1,1,11,3,1,0,10,3,3,10,8,9,7
35,0,0.08,727,0.138,3,3,0.147,1,704,3,0,41,2,1,0.239,3,0.125,1281,16900,1,0,18,3,3,2,1,3,3,1,0,0,0
23,0,0.15,885,0.138,4,3,0.136,1,705,1,0,58,4,1,0.161,1,0.125,2819,8544,2,0,16,3,1,1,5,3,4,3,2,0,2
25,0,0.15,810,0.206,8,3,0.147,1,707,4,0,57,4,2,0.175,2,0.125,4851,15678,0,0,22,4,3,1,4,4,3,3,2,1,2
38,0,0.15,243,0.206,7,4,0.22,1,709,4,1,46,2,2,0.175,4,0.255,4028,7791,0,0,20,4,1,0,8,2,3,7,7,0,5
29,0,0.249,806,0.138,1,4,0.147,1,710,2,0,76,1,1,0.161,4,0.101,2720,18959,1,0,18,3,4,1,10,5,3,10,7,2,8
48,0,0.15,817,0.206,2,1,0.22,1,712,2,0,56,4,2,0.175,2,0.125,8120,18597,3,0,12,3,4,0,12,3,3,2,2,2,2
